citizenId,age,gender,archetype,socialCreditScore,trust,fear,altruism,ambition,curiosity,routine,riskAverse,techSavvy,socialEngagement,healthConsciousness
ALPHA-92-314,25,Male,The Cautious Observer,62.4059,0.2548,0.8609,0.2711,0.7807,0.1249,0.8489,0.9276,0.4083,0.3575,0.3476
ALPHA-56-467,36,Male,The Disillusioned Artist,48.3704,0.1479,0.8273,0.7930,0.1276,0.7527,0.2156,0.3210,0.5470,0.2914,0.1394
ALPHA-21-023,16,Male,The Stoic Engineer,62.9538,0.4658,0.2831,0.2486,0.5174,0.7453,0.7460,0.7854,0.7027,0.2132,0.8685
ALPHA-90-168,16,Female,The Ambitious Entrepreneur,59.6004,0.8448,0.2618,0.4552,0.7010,0.1063,0.5755,0.2549,0.6189,0.6449,0.2841
ALPHA-23-286,45,Female,The Ambitious Entrepreneur,49.5577,0.1619,0.7031,0.5682,0.7318,0.5871,0.6253,0.3133,0.7568,0.8473,0.1974
ALPHA-67-410,34,Female,The Disillusioned Artist,50.4438,0.1644,0.6059,0.6687,0.1382,0.8882,0.3903,0.3423,0.1601,0.3085,0.6225
ALPHA-35-825,25,Female,The Ambitious Entrepreneur,51.0999,0.6294,0.8715,0.1832,0.8050,0.1809,0.4874,0.1371,0.8546,0.8197,0.4217
ALPHA-72-720,61,Male,The Disillusioned Artist,45.1442,0.1290,0.8459,0.6234,0.4003,0.9376,0.3866,0.2834,0.2892,0.4719,0.1801
ALPHA-42-545,59,Female,The Ambitious Entrepreneur,44.3462,0.4194,0.7614,0.1252,0.8725,0.1081,0.6941,0.2199,0.6704,0.6065,0.2041
ALPHA-62-479,34,Male,The Stoic Engineer,53.8888,0.4891,0.3262,0.4715,0.3650,0.8779,0.6533,0.7907,0.9204,0.1865,0.1522
ALPHA-01-639,45,Female,The Idealistic Activist,58.9052,0.7875,0.7109,0.7157,0.5793,0.4116,0.1332,0.4567,0.6483,0.6344,0.3011
ALPHA-13-728,23,Male,The Community Builder,82.6615,0.8166,0.5618,0.9609,0.4746,0.1518,0.7532,0.5717,0.8047,0.8791,0.8051
ALPHA-98-118,39,Female,The Community Builder,69.9898,0.8753,0.6985,0.7542,0.5956,0.3866,0.4699,0.4206,0.7362,0.8264,0.8233
ALPHA-73-224,42,Female,The Cautious Observer,65.4807,0.2474,0.8588,0.5279,0.8858,0.5076,0.6423,0.9667,0.5433,0.1482,0.5539
ALPHA-53-967,24,Male,The Stoic Engineer,63.2831,0.5192,0.2032,0.2212,0.1620,0.8522,0.6080,0.5073,0.9373,0.3779,0.7999
ALPHA-04-619,40,Female,The Cautious Observer,68.8541,0.2487,0.9398,0.6426,0.1281,0.6659,0.7028,0.7532,0.4045,0.1490,0.7874
ALPHA-89-519,23,Female,The Community Builder,66.6403,0.6886,0.7010,0.9088,0.1421,0.4283,0.5149,0.5405,0.3001,0.7870,0.6300
ALPHA-50-596,45,Male,The Community Builder,70.7498,0.9265,0.5093,0.8059,0.1870,0.2532,0.6372,0.2146,0.3809,0.7527,0.5892
ALPHA-66-057,31,Male,The Idealistic Activist,62.7919,0.8728,0.4108,0.9236,0.3552,0.7558,0.1251,0.2628,0.8321,0.7252,0.7531
ALPHA-95-807,61,Male,The Cautious Observer,59.8083,0.2828,0.7706,0.3115,0.8732,0.5462,0.6535,0.9364,0.2498,0.1218,0.2846
ALPHA-53-166,40,Female,The Idealistic Activist,57.5127,0.5278,0.3761,0.7354,0.8956,0.5538,0.4123,0.3693,0.7842,0.7092,0.4191
ALPHA-28-373,42,Female,The Cautious Observer,64.8339,0.2955,0.7206,0.7111,0.7426,0.5723,0.8429,0.9186,0.6258,0.1709,0.5320
ALPHA-84-529,17,Male,The Cautious Observer,61.4150,0.3732,0.7256,0.1027,0.6951,0.4531,0.6719,0.9018,0.6936,0.2301,0.8336
ALPHA-97-922,55,Female,The Ambitious Entrepreneur,50.3785,0.1129,0.2986,0.2425,0.9014,0.2656,0.4893,0.1510,0.9306,0.7830,0.8825
ALPHA-80-429,41,Male,The Ambitious Entrepreneur,55.7496,0.1364,0.5511,0.4725,0.7484,0.2005,0.6822,0.1278,0.8287,0.7475,0.6453
ALPHA-82-396,25,Male,The Disillusioned Artist,46.8130,0.3304,0.7537,0.7653,0.4805,0.9011,0.1801,0.4786,0.7007,0.4345,0.1573
ALPHA-34-668,16,Male,The Community Builder,81.5137,0.7281,0.3711,0.9491,0.2971,0.2336,0.6819,0.8062,0.5721,0.9522,0.8224
ALPHA-58-386,52,Male,The Idealistic Activist,51.9998,0.6083,0.4340,0.8810,0.4445,0.8202,0.4493,0.3416,0.3981,0.6991,0.1409
ALPHA-77-649,16,Male,The Disillusioned Artist,55.6920,0.3677,0.5255,0.7558,0.2262,0.8292,0.3337,0.3845,0.6342,0.2506,0.8050
ALPHA-87-622,64,Male,The Community Builder,76.6769,0.6496,0.1512,0.9514,0.2970,0.2412,0.7575,0.7490,0.3304,0.9832,0.8362
ALPHA-61-606,31,Male,The Idealistic Activist,68.8829,0.8017,0.7726,0.9385,0.1629,0.7098,0.4591,0.4399,0.6564,0.7194,0.5028
ALPHA-08-341,21,Male,The Community Builder,73.3937,0.8556,0.3771,0.9598,0.3016,0.7540,0.6679,0.4218,0.4056,0.8515,0.5372
ALPHA-63-722,16,Female,The Community Builder,70.1638,0.6092,0.8493,0.9598,0.8165,0.4610,0.6128,0.7025,0.4276,0.8948,0.7650
ALPHA-42-629,30,Female,The Ambitious Entrepreneur,63.6026,0.4423,0.6455,0.8402,0.8947,0.7056,0.3917,0.3949,0.7181,0.8564,0.5320
ALPHA-10-888,22,Male,The Idealistic Activist,60.8347,0.6040,0.3552,0.8208,0.1263,0.5658,0.1930,0.4151,0.3666,0.9283,0.4979
ALPHA-61-522,22,Male,The Cautious Observer,57.1187,0.2558,0.7323,0.1102,0.3796,0.4628,0.8329,0.9287,0.4479,0.2206,0.6227
ALPHA-68-325,39,Female,The Idealistic Activist,62.1710,0.6479,0.7188,0.8134,0.1200,0.5925,0.3023,0.4932,0.8982,0.7604,0.5062
ALPHA-17-161,55,Female,The Idealistic Activist,57.7658,0.5342,0.6156,0.8070,0.6220,0.4495,0.3482,0.3729,0.1258,0.6318,0.2919
ALPHA-22-640,31,Male,The Community Builder,68.6336,0.9473,0.2401,0.7300,0.8668,0.3172,0.6922,0.3953,0.2401,0.9662,0.6249
ALPHA-92-350,53,Male,The Stoic Engineer,65.0224,0.4644,0.2432,0.6376,0.5677,0.8915,0.8356,0.6654,0.8831,0.1664,0.4928
ALPHA-04-269,28,Female,The Disillusioned Artist,45.0942,0.2929,0.6569,0.5010,0.5202,0.8634,0.2458,0.2641,0.2482,0.5552,0.4829
ALPHA-46-112,21,Male,The Idealistic Activist,66.5543,0.8176,0.1868,0.7653,0.1992,0.8063,0.4421,0.3837,0.8716,0.6096,0.6689
ALPHA-38-779,53,Female,The Disillusioned Artist,46.2873,0.2633,0.8967,0.7835,0.4572,0.9683,0.2091,0.2000,0.2067,0.3060,0.4787
ALPHA-25-751,40,Male,The Stoic Engineer,74.0507,0.6001,0.3566,0.8544,0.2110,0.8419,0.7756,0.5054,0.7167,0.3612,0.8634
ALPHA-85-866,40,Female,The Community Builder,82.6270,0.8583,0.3293,0.9066,0.6667,0.6169,0.6309,0.8376,0.7181,0.9133,0.8378
ALPHA-08-572,40,Female,The Idealistic Activist,51.7053,0.7547,0.5091,0.9121,0.8031,0.7506,0.1878,0.2362,0.4774,0.6468,0.3351
ALPHA-00-038,34,Female,The Cautious Observer,75.3262,0.4361,0.9311,0.8573,0.4042,0.1027,0.8873,0.9131,0.4496,0.1324,0.7623
ALPHA-75-467,55,Female,The Community Builder,66.1153,0.8994,0.5845,0.9268,0.4659,0.5972,0.4966,0.2799,0.3737,0.7281,0.5620
ALPHA-67-902,72,Female,The Idealistic Activist,64.8077,0.6317,0.3282,0.8923,0.8703,0.5653,0.4092,0.4316,0.5048,0.8850,0.3242
ALPHA-17-182,51,Female,The Disillusioned Artist,47.7804,0.2770,0.6827,0.5065,0.1644,0.7135,0.1154,0.3886,0.4504,0.3089,0.6170
ALPHA-72-943,40,Male,The Stoic Engineer,64.2075,0.6234,0.4590,0.4431,0.1979,0.7268,0.7394,0.6505,0.8206,0.3761,0.2774
ALPHA-80-647,47,Male,The Disillusioned Artist,44.4773,0.1849,0.6901,0.5317,0.3615,0.9005,0.1043,0.3790,0.4642,0.3393,0.2465
ALPHA-70-080,49,Male,The Community Builder,78.3573,0.8903,0.1726,0.7557,0.1612,0.8063,0.7511,0.7304,0.6172,0.8083,0.7696
ALPHA-68-845,64,Female,The Disillusioned Artist,57.1147,0.3011,0.8612,0.5178,0.2097,0.9304,0.1383,0.5855,0.6445,0.3256,0.8749
ALPHA-23-954,56,Female,The Ambitious Entrepreneur,64.1182,0.5302,0.2338,0.8813,0.9365,0.4971,0.3122,0.3911,0.7889,0.8404,0.4936
ALPHA-00-427,57,Male,The Cautious Observer,55.9241,0.4261,0.6643,0.1911,0.1074,0.2639,0.7091,0.9422,0.2445,0.2144,0.1714
ALPHA-03-822,74,Female,The Disillusioned Artist,54.8209,0.4590,0.8384,0.4977,0.6233,0.8114,0.3263,0.2395,0.3542,0.4992,0.4743
ALPHA-29-181,45,Female,The Disillusioned Artist,55.2481,0.3680,0.6158,0.4343,0.6350,0.9102,0.2218,0.5825,0.5951,0.3388,0.6099
ALPHA-75-549,48,Male,The Stoic Engineer,66.1800,0.3980,0.4896,0.6434,0.7631,0.8479,0.6271,0.7619,0.9702,0.2688,0.4712
ALPHA-14-432,47,Female,The Idealistic Activist,65.9599,0.7197,0.2695,0.8503,0.8082,0.5804,0.4059,0.2827,0.5943,0.8661,0.8788
ALPHA-29-326,54,Female,The Idealistic Activist,65.0577,0.7593,0.2563,0.8846,0.2323,0.2645,0.4735,0.3977,0.6783,0.7446,0.6149
ALPHA-33-797,30,Male,The Idealistic Activist,61.1867,0.6655,0.3779,0.8005,0.1369,0.3682,0.4406,0.3523,0.2559,0.8283,0.2045
ALPHA-29-497,39,Male,The Cautious Observer,67.4310,0.4048,0.8301,0.5551,0.5559,0.2794,0.7727,0.7089,0.8071,0.2735,0.4572
ALPHA-18-685,36,Male,The Cautious Observer,73.8129,0.2432,0.9137,0.8747,0.8612,0.3408,0.8441,0.9371,0.2659,0.2549,0.7905
ALPHA-70-928,29,Female,The Stoic Engineer,67.0160,0.3984,0.2110,0.5004,0.2424,0.6298,0.8126,0.5872,0.7641,0.1765,0.6722
ALPHA-06-055,53,Male,The Idealistic Activist,57.3041,0.5850,0.1128,0.7239,0.4531,0.7037,0.4039,0.4685,0.4384,0.7872,0.1582
ALPHA-81-420,28,Male,The Ambitious Entrepreneur,47.5321,0.7700,0.8496,0.3137,0.7309,0.5546,0.4008,0.1255,0.7290,0.6573,0.1311
ALPHA-77-973,42,Male,The Stoic Engineer,64.7700,0.5853,0.2453,0.3270,0.1499,0.8331,0.8697,0.7301,0.7684,0.2438,0.4978
ALPHA-51-229,53,Male,The Community Builder,62.2205,0.6532,0.1816,0.9726,0.4328,0.4838,0.6772,0.2356,0.8361,0.8348,0.5768
ALPHA-88-049,16,Male,The Community Builder,64.4319,0.8470,0.4335,0.8202,0.2742,0.1617,0.4589,0.3351,0.4558,0.7284,0.5217
ALPHA-28-617,65,Female,The Community Builder,74.9270,0.7645,0.1304,0.9042,0.5655,0.7339,0.7209,0.2714,0.4548,0.7500,0.7634
ALPHA-78-662,24,Female,The Disillusioned Artist,43.3162,0.3047,0.5288,0.4942,0.7208,0.7761,0.1355,0.5808,0.5213,0.5750,0.1334
ALPHA-62-338,39,Male,The Community Builder,78.0658,0.6717,0.5228,0.9723,0.7736,0.1334,0.7172,0.6594,0.1812,0.7255,0.8994
ALPHA-62-815,18,Female,The Community Builder,72.6870,0.8770,0.3250,0.8326,0.4869,0.4001,0.5505,0.3578,0.3829,0.7223,0.7345
ALPHA-63-865,40,Female,The Idealistic Activist,57.3401,0.6055,0.2976,0.9791,0.4590,0.8640,0.3318,0.3202,0.7243,0.6759,0.4741
ALPHA-70-707,55,Female,The Disillusioned Artist,57.8283,0.4196,0.8496,0.5846,0.6311,0.9528,0.2889,0.5716,0.1476,0.2663,0.8809
ALPHA-26-240,52,Male,The Stoic Engineer,60.9930,0.3107,0.4946,0.4879,0.5087,0.9258,0.7398,0.6630,0.9056,0.2908,0.5074
ALPHA-59-641,37,Male,The Disillusioned Artist,49.5625,0.1839,0.5219,0.5747,0.3261,0.8186,0.3794,0.4473,0.1549,0.5003,0.2861
ALPHA-97-876,65,Male,The Community Builder,73.1792,0.9343,0.6068,0.7875,0.7721,0.4117,0.4411,0.5016,0.3181,0.7856,0.8373
ALPHA-72-188,65,Female,The Cautious Observer,65.4486,0.2033,0.8601,0.6459,0.2573,0.6601,0.6352,0.8934,0.1236,0.3578,0.3291
ALPHA-76-133,64,Male,The Ambitious Entrepreneur,49.4436,0.5279,0.6914,0.4631,0.8600,0.2085,0.4150,0.3841,0.6310,0.5365,0.2459
ALPHA-18-277,37,Female,The Disillusioned Artist,48.7472,0.2811,0.5602,0.4263,0.1331,0.8589,0.1793,0.3629,0.4932,0.5594,0.5274
ALPHA-30-105,36,Female,The Cautious Observer,68.4495,0.3737,0.9148,0.2559,0.5018,0.6921,0.8348,0.8500,0.3151,0.2519,0.8704
ALPHA-61-246,28,Male,The Community Builder,61.9576,0.7027,0.1137,0.9030,0.7309,0.4732,0.6022,0.1961,0.4828,0.8507,0.7142
ALPHA-26-403,56,Female,The Stoic Engineer,62.2846,0.3456,0.4516,0.5728,0.6945,0.6583,0.6278,0.8198,0.7270,0.3312,0.6375
ALPHA-63-704,25,Female,The Stoic Engineer,64.8657,0.6203,0.3640,0.1880,0.7891,0.6883,0.9471,0.8339,0.9254,0.1928,0.5868
ALPHA-80-948,28,Female,The Disillusioned Artist,52.9300,0.1700,0.6205,0.6815,0.5270,0.8394,0.2718,0.4523,0.7206,0.5262,0.8215
ALPHA-48-083,35,Female,The Community Builder,65.7230,0.6381,0.8356,0.8382,0.8426,0.7606,0.5727,0.2643,0.3520,0.7547,0.5576
ALPHA-51-943,37,Female,The Cautious Observer,57.4090,0.2023,0.8272,0.5990,0.6756,0.7210,0.6759,0.8784,0.7365,0.3424,0.2642
ALPHA-77-820,27,Male,The Cautious Observer,65.2331,0.2338,0.8608,0.4912,0.4224,0.1962,0.7068,0.8228,0.7101,0.2038,0.8645
ALPHA-49-011,66,Female,The Community Builder,78.7100,0.7096,0.2153,0.7482,0.8003,0.7323,0.4747,0.8714,0.3442,0.7998,0.8618
ALPHA-61-711,60,Female,The Stoic Engineer,58.7129,0.4550,0.4440,0.3995,0.6860,0.6878,0.6800,0.5549,0.8352,0.3128,0.2624
ALPHA-79-119,26,Male,The Stoic Engineer,57.7483,0.3838,0.2615,0.2317,0.8499,0.9060,0.8007,0.7054,0.8239,0.2799,0.2629
ALPHA-32-684,50,Female,The Cautious Observer,62.0221,0.3106,0.8036,0.8361,0.3092,0.8161,0.7951,0.9154,0.1535,0.1069,0.1550
ALPHA-16-316,29,Female,The Cautious Observer,64.8706,0.3025,0.6501,0.7658,0.1980,0.6157,0.6204,0.8384,0.7923,0.2898,0.6138
ALPHA-39-453,45,Male,The Community Builder,77.2322,0.9295,0.6699,0.8566,0.1685,0.3811,0.6444,0.2821,0.5623,0.7907,0.7825
ALPHA-62-084,38,Female,The Ambitious Entrepreneur,45.4919,0.2747,0.2035,0.4549,0.9177,0.7577,0.4550,0.1578,0.7320,0.8335,0.6482
ALPHA-00-083,24,Male,The Community Builder,68.0087,0.8463,0.3870,0.8330,0.2062,0.2507,0.7582,0.3489,0.7079,0.7274,0.6735
ALPHA-63-765,35,Female,The Cautious Observer,68.6143,0.2531,0.6951,0.8489,0.8435,0.5708,0.6536,0.7835,0.8420,0.1109,0.6924
ALPHA-86-817,50,Female,The Stoic Engineer,60.7843,0.4945,0.3779,0.7262,0.5340,0.6364,0.8546,0.6410,0.9755,0.3906,0.3209
ALPHA-48-609,36,Female,The Stoic Engineer,65.2235,0.6995,0.3011,0.4072,0.4844,0.6331,0.7181,0.8711,0.7864,0.1971,0.2357
ALPHA-44-079,62,Female,The Cautious Observer,54.5529,0.3301,0.6683,0.3360,0.5128,0.6750,0.8174,0.9900,0.5763,0.3490,0.1278
ALPHA-33-370,43,Male,The Ambitious Entrepreneur,57.7165,0.6754,0.3181,0.2582,0.8452,0.7322,0.4864,0.1761,0.8751,0.7125,0.6323
ALPHA-17-213,39,Male,The Stoic Engineer,72.5205,0.6419,0.4493,0.6491,0.1722,0.8757,0.7945,0.6047,0.9211,0.3813,0.5030
ALPHA-32-362,23,Male,The Disillusioned Artist,55.1934,0.1799,0.5207,0.4247,0.3368,0.7705,0.3373,0.5171,0.3887,0.3373,0.6022
ALPHA-07-216,27,Male,The Idealistic Activist,62.8133,0.8748,0.5665,0.7697,0.1015,0.1150,0.1928,0.2656,0.6077,0.6605,0.7955
ALPHA-98-824,17,Female,The Idealistic Activist,63.7124,0.5181,0.4432,0.9821,0.3409,0.5110,0.4407,0.2039,0.8095,0.7990,0.6948
ALPHA-58-470,45,Male,The Community Builder,70.5050,0.6825,0.3499,0.8839,0.2236,0.7876,0.4406,0.8926,0.7533,0.9515,0.5698
ALPHA-35-142,34,Female,The Community Builder,71.1572,0.6693,0.5636,0.8993,0.8305,0.8209,0.7098,0.3470,0.8236,0.7368,0.8267
ALPHA-54-640,42,Female,The Cautious Observer,67.7999,0.3115,0.6666,0.4858,0.4801,0.7330,0.7133,0.7298,0.5732,0.2230,0.7392
ALPHA-80-265,23,Female,The Ambitious Entrepreneur,48.9071,0.4554,0.1069,0.8705,0.9813,0.8671,0.4443,0.3104,0.9426,0.8590,0.1385
ALPHA-30-509,49,Male,The Disillusioned Artist,44.1510,0.1510,0.6077,0.6396,0.7930,0.9361,0.1659,0.2854,0.7564,0.4652,0.2579
ALPHA-49-840,48,Female,The Community Builder,73.6497,0.8391,0.7271,0.7496,0.6687,0.4508,0.4269,0.5611,0.4712,0.7145,0.7644
ALPHA-94-147,65,Male,The Idealistic Activist,61.2232,0.7944,0.1357,0.7360,0.6187,0.8376,0.1949,0.4389,0.4047,0.9398,0.7443
ALPHA-24-304,32,Male,The Cautious Observer,62.3622,0.2711,0.7760,0.2725,0.7206,0.8723,0.7486,0.7333,0.2935,0.1274,0.8423
ALPHA-51-941,31,Male,The Idealistic Activist,65.4138,0.7952,0.3484,0.7809,0.4684,0.8109,0.3998,0.3267,0.1954,0.7749,0.4776
ALPHA-08-111,55,Male,The Disillusioned Artist,46.1920,0.1074,0.5113,0.7691,0.8337,0.8121,0.3954,0.2545,0.1103,0.4742,0.2650
ALPHA-21-330,37,Male,The Idealistic Activist,45.9342,0.5836,0.2169,0.7709,0.1626,0.8208,0.3012,0.2060,0.8666,0.7797,0.1381
ALPHA-27-020,16,Female,The Cautious Observer,67.1413,0.4213,0.9327,0.7883,0.7467,0.7933,0.6068,0.7502,0.6496,0.2747,0.6264
ALPHA-47-329,32,Female,The Idealistic Activist,53.6254,0.8818,0.5853,0.7191,0.8493,0.2824,0.3551,0.2729,0.1333,0.6804,0.2225
ALPHA-23-441,50,Male,The Ambitious Entrepreneur,45.1791,0.2075,0.5753,0.4603,0.9847,0.3629,0.4783,0.2317,0.9230,0.8917,0.6151
ALPHA-80-075,47,Male,The Ambitious Entrepreneur,45.0073,0.4299,0.3800,0.1924,0.8378,0.5011,0.4730,0.2556,0.6672,0.5567,0.3949
ALPHA-01-725,35,Female,The Cautious Observer,59.4004,0.4732,0.8543,0.4352,0.8301,0.5368,0.8662,0.7808,0.8620,0.3671,0.3515
ALPHA-68-867,22,Male,The Idealistic Activist,58.3409,0.7630,0.3616,0.9004,0.4483,0.6176,0.1873,0.3475,0.4417,0.9376,0.5203
ALPHA-49-023,44,Male,The Disillusioned Artist,63.2075,0.2804,0.7225,0.7554,0.6426,0.8162,0.3709,0.5899,0.2828,0.5561,0.8915
ALPHA-15-830,29,Male,The Cautious Observer,57.5170,0.2191,0.7034,0.5144,0.1710,0.5925,0.7750,0.9550,0.2828,0.1543,0.2500
ALPHA-96-307,45,Male,The Cautious Observer,55.2367,0.2547,0.7615,0.1626,0.1070,0.1537,0.7637,0.9697,0.3848,0.2756,0.4393
ALPHA-59-406,16,Male,The Community Builder,65.2579,0.7691,0.2318,0.8439,0.2395,0.7051,0.5591,0.5154,0.5505,0.9487,0.6387
ALPHA-83-513,40,Female,The Idealistic Activist,59.4058,0.7575,0.2393,0.8444,0.5246,0.5525,0.3108,0.4657,0.5637,0.6814,0.1674
ALPHA-08-771,39,Male,The Community Builder,71.9741,0.8658,0.3943,0.9320,0.5252,0.4841,0.5995,0.7113,0.1755,0.8145,0.5503
ALPHA-21-337,38,Male,The Community Builder,79.0678,0.6446,0.4157,0.9791,0.7694,0.3056,0.7472,0.5051,0.6987,0.8466,0.8690
ALPHA-16-876,39,Female,The Community Builder,77.8675,0.7850,0.6100,0.8636,0.8289,0.2098,0.6632,0.8615,0.2087,0.7402,0.7630
ALPHA-17-375,26,Male,The Idealistic Activist,55.3149,0.6279,0.3287,0.8646,0.4612,0.4226,0.2360,0.3285,0.1238,0.7443,0.1536
ALPHA-14-057,36,Male,The Cautious Observer,72.1586,0.4388,0.7521,0.7194,0.4198,0.4284,0.8773,0.8680,0.1455,0.1454,0.7427
ALPHA-71-129,45,Male,The Stoic Engineer,73.9801,0.6761,0.4816,0.5850,0.2738,0.8650,0.8119,0.7643,0.9685,0.1036,0.5218
ALPHA-75-310,47,Male,The Cautious Observer,60.4601,0.2225,0.9235,0.3880,0.8045,0.8961,0.8621,0.8228,0.6240,0.3449,0.2053
ALPHA-90-486,37,Male,The Cautious Observer,69.3397,0.3381,0.6386,0.5741,0.4566,0.8265,0.6724,0.9479,0.1921,0.2089,0.8759
ALPHA-98-586,50,Female,The Stoic Engineer,66.5910,0.6371,0.4575,0.3379,0.7003,0.7165,0.9465,0.6391,0.9244,0.2784,0.8709
ALPHA-56-971,26,Female,The Ambitious Entrepreneur,56.0381,0.2471,0.7626,0.8286,0.8748,0.7819,0.5335,0.3451,0.9370,0.5124,0.3087
ALPHA-58-233,28,Male,The Cautious Observer,78.9809,0.3963,0.8777,0.6450,0.4713,0.6073,0.8976,0.9896,0.7153,0.1795,0.8686
ALPHA-31-169,28,Female,The Disillusioned Artist,59.6408,0.3850,0.8514,0.7616,0.8940,0.9535,0.2253,0.5461,0.3632,0.3746,0.7795
ALPHA-12-057,23,Male,The Idealistic Activist,61.3210,0.6246,0.8034,0.7042,0.3173,0.4387,0.4456,0.3849,0.8449,0.7624,0.4817
ALPHA-04-713,16,Female,The Disillusioned Artist,49.1910,0.4999,0.6049,0.4998,0.3415,0.7362,0.2349,0.4636,0.8567,0.3137,0.5677
ALPHA-11-510,31,Female,The Idealistic Activist,60.2343,0.8915,0.2462,0.8114,0.7509,0.7642,0.2671,0.4776,0.2117,0.7945,0.1849
ALPHA-87-800,16,Female,The Cautious Observer,68.5810,0.2434,0.6900,0.6422,0.3929,0.7399,0.7778,0.9534,0.3177,0.1418,0.6121
ALPHA-85-277,34,Male,The Disillusioned Artist,54.1225,0.4159,0.5496,0.4757,0.1247,0.9559,0.2035,0.5853,0.6668,0.5849,0.5128
ALPHA-29-143,21,Female,The Disillusioned Artist,52.3415,0.2107,0.5372,0.6810,0.3771,0.8462,0.3318,0.4487,0.7742,0.5487,0.2890
ALPHA-57-598,44,Female,The Ambitious Entrepreneur,50.9212,0.7069,0.5820,0.7268,0.8696,0.2699,0.6511,0.1828,0.7033,0.6537,0.1008
ALPHA-51-020,30,Female,The Idealistic Activist,55.7454,0.7182,0.2602,0.9453,0.3975,0.4471,0.1545,0.2617,0.6506,0.6796,0.3830
ALPHA-43-958,43,Female,The Stoic Engineer,61.3267,0.5271,0.3229,0.3058,0.7368,0.8598,0.7806,0.8880,0.7442,0.1030,0.2057
ALPHA-30-191,29,Female,The Community Builder,74.7150,0.6892,0.6414,0.9294,0.7988,0.5247,0.5364,0.6941,0.2715,0.9879,0.6100
ALPHA-70-483,64,Male,The Stoic Engineer,58.8606,0.4434,0.2594,0.1757,0.7051,0.6722,0.7400,0.6681,0.7696,0.3362,0.3043
ALPHA-45-321,16,Male,The Disillusioned Artist,47.7340,0.1354,0.5201,0.7520,0.4206,0.9199,0.2566,0.2872,0.3853,0.4162,0.4600
ALPHA-30-545,61,Female,The Stoic Engineer,72.6147,0.6886,0.4055,0.6086,0.4649,0.8983,0.8968,0.7839,0.8727,0.3360,0.6103
ALPHA-80-046,31,Male,The Ambitious Entrepreneur,47.4472,0.8680,0.3525,0.1814,0.9032,0.1580,0.4510,0.1736,0.9333,0.6705,0.3856
ALPHA-29-466,59,Male,The Idealistic Activist,56.8073,0.8303,0.4976,0.9210,0.7805,0.7769,0.4093,0.2334,0.8900,0.8759,0.2981
ALPHA-08-311,53,Male,The Cautious Observer,66.2373,0.3363,0.8503,0.3508,0.2525,0.2823,0.7659,0.7400,0.4462,0.3187,0.7830
ALPHA-03-669,27,Male,The Idealistic Activist,63.5028,0.6276,0.8245,0.8389,0.4364,0.1180,0.2915,0.4114,0.5147,0.8311,0.7736
ALPHA-28-062,34,Male,The Idealistic Activist,55.4770,0.7667,0.8105,0.7027,0.5512,0.8866,0.1891,0.3657,0.1046,0.9237,0.6223
ALPHA-84-088,50,Male,The Ambitious Entrepreneur,65.5922,0.6077,0.1016,0.8468,0.8982,0.7187,0.5789,0.3697,0.9349,0.8888,0.8303
ALPHA-33-548,42,Male,The Disillusioned Artist,46.7958,0.1707,0.6992,0.6196,0.8621,0.7534,0.3479,0.3663,0.2324,0.3830,0.3872
ALPHA-05-513,68,Female,The Idealistic Activist,66.1479,0.8518,0.8697,0.9655,0.8492,0.2644,0.4610,0.4045,0.6369,0.6930,0.2958
ALPHA-22-033,63,Male,The Disillusioned Artist,52.6082,0.2025,0.8894,0.4360,0.4793,0.7492,0.2963,0.3429,0.6927,0.4022,0.8270
ALPHA-83-187,32,Male,The Community Builder,63.9250,0.8566,0.6555,0.7306,0.3121,0.8364,0.4436,0.2395,0.5054,0.9189,0.8976
ALPHA-97-874,16,Female,The Ambitious Entrepreneur,51.3766,0.5825,0.5281,0.3739,0.7921,0.4112,0.6587,0.1484,0.7491,0.6553,0.3044
ALPHA-77-674,69,Male,The Ambitious Entrepreneur,60.0634,0.7214,0.4775,0.4165,0.9011,0.6708,0.3263,0.3712,0.7128,0.8154,0.5044
ALPHA-92-341,81,Male,The Cautious Observer,65.7954,0.3817,0.8572,0.8793,0.1891,0.5332,0.8075,0.9141,0.2676,0.1563,0.2518
ALPHA-63-125,25,Female,The Community Builder,67.6384,0.9144,0.8198,0.7208,0.4839,0.8962,0.5600,0.6912,0.5243,0.7889,0.5092
ALPHA-08-733,53,Male,The Community Builder,71.7235,0.7675,0.5320,0.9153,0.4357,0.6846,0.5979,0.4441,0.6959,0.7595,0.7664
ALPHA-05-108,27,Female,The Stoic Engineer,73.2604,0.4790,0.2790,0.7204,0.6570,0.7932,0.9318,0.5920,0.8992,0.1924,0.5376
ALPHA-46-416,44,Male,The Community Builder,65.7001,0.7683,0.4422,0.8328,0.6767,0.2525,0.4943,0.5126,0.3649,0.9601,0.5273
ALPHA-37-225,57,Female,The Idealistic Activist,59.3804,0.6109,0.3129,0.7671,0.5656,0.4710,0.1463,0.3189,0.3370,0.6148,0.7203
ALPHA-28-498,33,Male,The Cautious Observer,61.9226,0.4441,0.6216,0.4392,0.5568,0.3393,0.8993,0.9079,0.2790,0.2613,0.3740
ALPHA-51-661,42,Female,The Community Builder,67.5651,0.6571,0.3416,0.9843,0.2002,0.7209,0.6329,0.3253,0.2303,0.8032,0.8209
